customerID,gender,PhoneService,InternetService,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
7460-ITWWP,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,86.1,3861.45,No
7147-AYBAA,Male,Yes,Fiber optic,No,Month-to-month,Yes,Mailed check,70.35,2552.9,No
7868-TMWMZ,,Yes,,,Two year,Yes,Bank transfer (automatic),,6668.35,No
4822-RVYBB,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.6,819.4,Yes
6732-FZUGP,Female,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),94.9,4615.25,No
8436-BJUMM,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,83.75,2070.6,Yes
4184-TJFAN,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,88.3,273.75,Yes
8329-GWVPJ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),69.75,3557.7,No
1352-VHKAJ,Male,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),71.6,1957.1,No
4145-UQXUQ,Female,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,729.95,Yes
2632-TACXW,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),23.65,1416.75,No
8146-QQKZH,,Yes,,,Two year,No,Bank transfer (automatic),,5924.4,No
1767-CJKBA,Male,Yes,No,No internet service,Two year,No,Mailed check,25.1,1697.7,No
6445-TNRXS,Male,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),114.7,7849.85,No
4581-LNWUM,Female,No,DSL,Yes,Month-to-month,No,Electronic check,49.15,649.4,No
4869-EPIUS,,Yes,,,One year,Yes,Electronic check,,4557.5,No
9948-YPTDG,Male,Yes,,,Month-to-month,Yes,Electronic check,,3013.05,Yes
1236-WFCDV,Male,Yes,Fiber optic,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes
1915-OAKWD,,Yes,,,One year,Yes,Bank transfer (automatic),,360.35,No
7296-PIXQY,,Yes,,,Month-to-month,No,Electronic check,,1046.5,No
4883-QICIH,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),69.75,2347.9,Yes
3354-OADJP,Female,Yes,DSL,,One year,No,Bank transfer (automatic),,447.75,No
3524-WQDSG,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),99.3,4209.95,No
0810-DHDBD,Female,Yes,,,One year,No,Credit card (automatic),,3877.65,No
4026-SKKHW,Male,Yes,,,Month-to-month,Yes,Mailed check,,152.3,No
2829-HYVZP,Male,Yes,No,No internet service,One year,Yes,Mailed check,19.8,572.2,No
8329-IBCTI,Female,Yes,No,,Month-to-month,No,Mailed check,,19.65,Yes
1271-SJBGZ,Male,No,DSL,No,Month-to-month,Yes,Electronic check,43.65,526.95,Yes
3845-JHAMY,Female,No,DSL,No,Month-to-month,Yes,Credit card (automatic),35.5,552.7,No
7013-PSXHK,Female,Yes,DSL,Yes,One year,Yes,Mailed check,80.75,3208.65,No
5669-SRAIP,Female,No,DSL,No,Month-to-month,No,Electronic check,39.5,210.75,Yes
5981-ITEMU,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,3706.95,Yes
3486-NPGST,,Yes,,,One year,No,Mailed check,,620.75,No
6941-PMGEP,,Yes,,,Month-to-month,Yes,Electronic check,,412.5,Yes
1624-WOIWJ,,Yes,,,Month-to-month,Yes,Mailed check,,832.05,Yes
2074-GKOWZ,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes
0376-YMCJC,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes
6100-FJZDG,Male,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No
4829-ZLJTK,,Yes,,,Two year,Yes,Electronic check,,8046.85,No
1730-VFMWO,Female,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No
7143-BQIBA,Male,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No
3800-LYTRK,Female,Yes,DSL,No,One year,No,Mailed check,55.7,795.15,No
0634-SZPQA,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes
9646-NMHXE,Male,Yes,No,No internet service,Two year,No,Mailed check,19.65,973.1,No
7030-NJVDP,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,89.25,2210.2,No
5536-RTPWK,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes
8883-GRDWQ,Male,Yes,DSL,No,One year,No,Mailed check,54,1055.9,No
6166-ILMNY,Female,Yes,Fiber optic,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes
3097-NNSPB,Female,Yes,DSL,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes
7771-ZONAT,Male,No,DSL,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No
0655-RBDUG,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713,Yes
2111-DWYHN,Male,Yes,,,Month-to-month,No,Mailed check,,21.1,No
4194-WHFCB,,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,5580.8,No
4121-AGSIN,Female,Yes,No,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No
4361-BKAXE,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes
9845-PEEKO,,Yes,,,Two year,Yes,Credit card (automatic),,4590.35,No
0455-XFASS,,Yes,,,Month-to-month,Yes,Electronic check,,200.2,No
0301-KOBTQ,Male,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No
1751-NCDLI,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No
4367-NUYAO,Male,Yes,No,No internet service,Two year,No,Mailed check,25.75, ,No
9878-TNQGW,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.95,171.15,Yes
9170-ARBTB,,Yes,,,One year,No,Credit card (automatic),,1012.4,No
4441-NIHPT,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes
8999-BOHSE,Female,Yes,Fiber optic,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes
7241-AJHFS,,Yes,,,Month-to-month,No,Bank transfer (automatic),,2766.4,No
7029-RPUAV,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes
4546-FOKWR,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No
9036-CSKBW,,Yes,,,One year,No,Bank transfer (automatic),,5680.9,No
5832-TRLPB,Male,Yes,DSL,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No
8590-YFFQO,Male,Yes,DSL,No,Two year,No,Credit card (automatic),64.95,4523.25,No
8659-IOOPU,Female,Yes,Fiber optic,No,Two year,No,Electronic check,100.45,7159.7,No
1338-CECEE,Male,Yes,DSL,Yes,One year,No,Bank transfer (automatic),68.5,2839.95,No
7439-DKZTW,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.55,80.55,No
4646-QZXTF,Female,Yes,DSL,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No
4607-CHPCA,,Yes,,,One year,Yes,Electronic check,,2178.6,Yes
9742-XOKTS,Male,Yes,Fiber optic,No,One year,No,Electronic check,89.55,6038.55,No
6921-OZMFH,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,55.7,259.4,No
9578-FOMUK,Male,Yes,No,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No
4712-UYOOI,Female,Yes,No,,Month-to-month,No,Electronic check,,417.65,No
8824-RWFXJ,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes
7722-CVFXN,,Yes,,,One year,Yes,Electronic check,,5637.85,No
8717-VCTXJ,Male,Yes,No,No internet service,One year,Yes,Mailed check,19.55,839.4,No
7363-QTBIW,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.75,769.1,No
4159-NAAIX,Female,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),97.45,6253,No
0971-QIFJK,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No
9397-TZSHA,Female,Yes,,,Two year,No,Credit card (automatic),,1678.05,No
3391-JSQEW,Male,Yes,DSL,,Month-to-month,Yes,Mailed check,,2058.5,No
0343-QLUZP,Male,No,DSL,No,Two year,No,Bank transfer (automatic),39.6,2424.5,No
9763-PDTKK,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes
2176-LVPNX,Female,Yes,DSL,Yes,Two year,No,Mailed check,89.85,6293.45,No
7627-JKIAZ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes
3312-UUMZW,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No
1271-UODNO,,Yes,,,Two year,Yes,Credit card (automatic),,2200.7,No
8461-EFQYM,Female,Yes,No,No internet service,One year,Yes,Electronic check,24.25,914.4,No
6900-RBKER,Male,Yes,Fiber optic,No,Two year,Yes,Credit card (automatic),89.45,4577.75,No
6891-JPYFF,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No
1459-QNFQT,Male,No,DSL,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No
1047-NNCBF,Male,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No
3696-XRIEN,Female,Yes,DSL,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No
4081-DYXAV,Female,No,DSL,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes
0074-HDKDG,Male,Yes,DSL,No,One year,Yes,Bank transfer (automatic),61.6,1611,No
8791-GFXLZ,Male,Yes,DSL,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No
8111-SLLHI,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes
0927-LCSMG,Male,Yes,Fiber optic,No,Month-to-month,No,Mailed check,74.65,544.55,Yes
9330-DHBFL,Female,Yes,DSL,No,One year,Yes,Mailed check,66.25,1533.8,No
0098-BOWSO,Male,Yes,No,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No
3452-ABWRL,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No
5859-HZYLF,Male,Yes,No,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No
8257-RZAHR,Female,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),64.7,941,Yes
5293-WXJAK,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes
3156-QLHBO,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No
2208-NQBCT,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,81.95,2070.05,No
1779-PWPMG,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No
6621-NRZAK,Female,Yes,No,No internet service,Two year,No,Credit card (automatic),20,1209.25,No
0831-JNISG,Male,Yes,No,No internet service,Two year,No,Mailed check,19.8,1396.25,No
0774-IFUVM,Male,Yes,DSL,Yes,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No
3082-WQRVY,Male,Yes,No,No internet service,One year,No,Mailed check,19.65,228.65,No
9553-DLCLU,Female,Yes,DSL,Yes,Two year,No,Credit card (automatic),88.95,1161.75,No
1641-BYBTK,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.2,98.35,No
2460-NGXBJ,Male,Yes,Fiber optic,No,Month-to-month,Yes,Credit card (automatic),75.2,775.3,No
2446-ZKVAF,Male,Yes,DSL,No,Month-to-month,No,Credit card (automatic),56.8,1074.65,No
0841-NULXI,,No,,,Month-to-month,Yes,Electronic check,,35.55,Yes
3522-CDKHF,Female,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),75.5,2324.7,No
1430-SFQSA,Male,No,DSL,No,One year,No,Mailed check,35.6,1072.6,No
0411-EZJZE,Female,Yes,DSL,Yes,Month-to-month,Yes,Electronic check,60.25,170.5,No
7851-WZEKY,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.15,196.9,Yes
8844-TONUD,,Yes,,,Month-to-month,Yes,Mailed check,,1162.85,Yes
8807-ARQET,Female,No,DSL,No,Month-to-month,Yes,Electronic check,40.35,1677.85,No
8992-CEUEN,Female,Yes,No,No internet service,Month-to-month,No,Electronic check,18.85,18.85,No
4320-QMLLA,Male,Yes,DSL,Yes,Month-to-month,No,Mailed check,54.85,370.4,No
8777-PVYGU,,Yes,,,One year,Yes,Mailed check,,3410.6,No
8292-ITGYJ,Female,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),24.65,1138.8,No
6870-ZWMNX,Male,Yes,DSL,Yes,Two year,No,Credit card (automatic),76.1,5264.25,No
0621-CXBKL,Female,Yes,No,No internet service,Two year,No,Mailed check,18.7,1005.7,No
5268-DSMNQ,Female,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),97.95,5936.55,No
5334-JLAXU,,Yes,,,Month-to-month,Yes,Credit card (automatic),,5475.9,No
4086-YQSNZ,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.4,224.05,Yes
6242-MBHPK,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,95.1,2326.05,No
5868-CZJDR,Male,No,DSL,,Month-to-month,Yes,Mailed check,,31.35,Yes
9359-UGBTK,Female,Yes,DSL,No,One year,Yes,Bank transfer (automatic),72.35,4991.5,No
0135-NMXAP,Female,Yes,Fiber optic,,Month-to-month,Yes,Bank transfer (automatic),,1052.4,Yes
4782-OSFXZ,Female,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),82.7,5831.2,No
6479-OAUSD,Male,Yes,No,No internet service,One year,No,Credit card (automatic),19.9,510.8,No
7129-ACFOG,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,53.8,283.95,No
4189-NAKJS,Male,Yes,DSL,No,One year,Yes,Credit card (automatic),51.55,1295.4,No
5562-BETPV,Male,Yes,,,One year,No,Mailed check,,19.65,No
1282-IHQAC,Male,No,DSL,Yes,One year,Yes,Credit card (automatic),44.05,3011.65,No
9127-FHJBZ,Male,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,114,8093.15,No
6270-OMFIW,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,94.4,5610.25,Yes
1641-RQDAY,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,100.4,3217.65,No
0107-WESLM,Male,Yes,No,,Month-to-month,Yes,Electronic check,,19.85,Yes
6994-ORCWG,,Yes,,,One year,Yes,Mailed check,,773.2,No
1346-UFHAX,,Yes,,,Month-to-month,Yes,Credit card (automatic),,1029.35,No
3992-YWPKO,,Yes,,,Month-to-month,Yes,Credit card (automatic),,669.45,Yes
2933-XEUJM,Female,Yes,DSL,Yes,Two year,No,Mailed check,79.2,3593.8,No
0125-LZQXK,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,101.35,1553.95,Yes
5461-QKNTN,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,94.3,3953.15,No
4835-YSJMR,Male,Yes,DSL,No,Two year,Yes,Bank transfer (automatic),49.8,1971.15,No
8399-YNDCH,Male,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,1236.15,Yes
3164-YAXFY,Male,No,DSL,Yes,Month-to-month,Yes,Electronic check,53.75,3196,No
0887-WBJVH,Female,Yes,Fiber optic,,One year,Yes,Electronic check,,4872.2,No
4660-IRIBM,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,87.9,1500.5,No
5673-FSSMF,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,60.15,60.15,Yes
7670-ZBPOQ,Female,Yes,DSL,No,One year,Yes,Bank transfer (automatic),61.05,3478.75,No
8089-UZWLX,Female,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),104.05,7413.55,No
0080-OROZO,,Yes,,,One year,Yes,Electronic check,,3532,No
3916-NRPAP,Male,Yes,Fiber optic,No,Month-to-month,No,Credit card (automatic),85.7,256.75,No
6807-SIWJI,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,104.85,3887.25,No
8221-HVAYI,Male,Yes,DSL,No,Two year,Yes,Credit card (automatic),69.15,2490.15,No
1579-KLYDT,,Yes,,,Month-to-month,Yes,Electronic check,,593.45,Yes
5232-NXPAY,,Yes,,,Two year,No,Mailed check,,3510.3,No
8967-SZQAS,Female,Yes,DSL,No,Month-to-month,No,Electronic check,50.45,765.45,No
4468-KAZHE,Female,Yes,DSL,,Month-to-month,Yes,Electronic check,,1259.35,No
0455-ENTCR,Male,Yes,DSL,Yes,Two year,No,Electronic check,85.25,5538.35,No
8944-AILEF,Male,Yes,No,,Month-to-month,Yes,Credit card (automatic),,340.85,No
5542-NKVRU,Female,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),20.75,844.45,No
7126-RBHSD,,Yes,,,Month-to-month,No,Electronic check,,1348.95,No
5370-IIVVL,Male,Yes,Fiber optic,Yes,One year,Yes,Credit card (automatic),104.5,3778,No
6789-HJBWG,,Yes,,,Month-to-month,Yes,Electronic check,,611.65,No
3927-NLNRY,Male,Yes,Fiber optic,Yes,One year,Yes,Bank transfer (automatic),94.25,4867.95,Yes
9087-EYCPR,Female,Yes,No,No internet service,Two year,No,Mailed check,25,1505.05,No
6791-YBNAK,Male,No,DSL,No,Month-to-month,No,Credit card (automatic),25.55,467.85,No
6358-LYNGM,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,74.9,74.9,Yes
6077-BDPXA,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,70.15,194.2,No
0013-MHZWF,Female,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),69.4,571.45,No
5494-HECPR,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,80.25,80.25,Yes
8268-YDIXR,Male,Yes,Fiber optic,No,One year,Yes,Electronic check,93.15,5253.95,No
9824-BEMCV,Male,Yes,,,Month-to-month,Yes,Electronic check,,1149.65,Yes
1373-ORVIZ,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,66.35,740.8,Yes
4291-SHSBH,Male,Yes,Fiber optic,,Month-to-month,Yes,Electronic check,,521.35,No
6980-IMXXE,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),20.2,1412.65,No
9866-QEVEE,Male,Yes,Fiber optic,No,Month-to-month,Yes,Bank transfer (automatic),86,1532.45,Yes
9897-KXHCM,Female,Yes,,,Month-to-month,Yes,Electronic check,,250.05,Yes
0040-HALCW,Male,Yes,No,No internet service,Two year,No,Credit card (automatic),20.4,1090.6,No
0784-GTUUK,Male,Yes,No,No internet service,One year,Yes,Credit card (automatic),23.75,1446.8,No
7979-CORPM,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,Yes
2294-DMMUS,,Yes,,,Month-to-month,Yes,Credit card (automatic),,4300.45,No
0872-JCPIB,Male,Yes,DSL,No,Month-to-month,No,Bank transfer (automatic),65.75,1111.2,No
3055-MJDSB,Male,No,DSL,,Month-to-month,Yes,Mailed check,,190.1,No
9091-WTUUY,Male,Yes,DSL,Yes,Two year,No,Mailed check,69.25,4447.75,No
1618-CFHME,,Yes,,,Month-to-month,Yes,Electronic check,,143.35,Yes
3165-HDOEW,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,45.85,45.85,Yes
6581-NQCBA,Female,No,DSL,Yes,Month-to-month,Yes,Electronic check,49.95,810.2,Yes
7115-IRDHS,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.65,1830.05,No
8496-DMZUK,Male,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),90.4,2820.65,No
2040-VZIKE,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Mailed check,100.85,4847.35,No
9068-VPWQQ,Male,Yes,DSL,No,Two year,No,Credit card (automatic),75.35,4729.3,No
0178-SZBHO,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,87.2,4017.45,No
0384-RVBPI,Male,Yes,DSL,No,Month-to-month,No,Credit card (automatic),64.4,1398.6,No
1689-MRZQR,Male,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,78.3,2564.3,Yes
1299-AURJA,Female,Yes,No,No internet service,Two year,No,Bank transfer (automatic),24.7,1685.9,No
4525-VZCZG,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,105.85,5826.65,No
1543-LLLFT,Male,Yes,Fiber optic,Yes,One year,Yes,Mailed check,98.3,6066.55,No
5835-BEQEU,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,76.95,228.4,Yes
2788-CJQAQ,Male,Yes,No,No internet service,One year,No,Mailed check,19.45,270.2,No
5565-FILXA,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,96.15,1529.2,Yes
0319-QZTCO,Female,Yes,DSL,Yes,Month-to-month,Yes,Credit card (automatic),58.7,168.6,No
2120-SMPEX,Male,Yes,No,No internet service,Month-to-month,Yes,Mailed check,20.15,536.35,No
0096-FCPUF,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,64.5,1888.45,No
0668-OGMHD,,No,,,Month-to-month,No,Electronic check,,629.35,No
5552-ZNFSJ,Male,Yes,DSL,No,Month-to-month,No,Electronic check,45.3,45.3,Yes
2223-KAGMX,,Yes,,,Month-to-month,No,Bank transfer (automatic),,289.3,Yes
6507-ZJSUR,Male,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,90.45,2117.25,No
9408-HRXRK,Female,Yes,Fiber optic,Yes,Month-to-month,Yes,Electronic check,105.15,4730.9,No
5593-SUAOO,Female,Yes,Fiber optic,No,One year,No,Bank transfer (automatic),83.15,2033.05,No
7321-PKUYW,Female,Yes,Fiber optic,Yes,Month-to-month,No,Electronic check,90.15,987.95,Yes
2833-SLKDQ,Male,Yes,DSL,No,Month-to-month,No,Mailed check,45.05,45.05,Yes
6766-HFKLA,Female,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),103.2,5744.35,No
7595-EUIVN,Female,Yes,Fiber optic,No,Month-to-month,No,Electronic check,75.8,75.8,Yes
7617-EYGLW,Male,Yes,No,No internet service,Month-to-month,No,Electronic check,19.45,19.45,No
2026-TGDHM,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,79.3,523.15,Yes
9220-ZNKJI,Female,Yes,Fiber optic,Yes,Two year,No,Credit card (automatic),88.8,4805.3,No
4030-VPZBD,Female,No,DSL,No,Month-to-month,Yes,Electronic check,30.9,59.05,Yes
2226-ICFDO,Female,Yes,DSL,Yes,Two year,Yes,Credit card (automatic),85.9,6110.75,No
0723-VSOBE,Female,No,DSL,No,One year,No,Electronic check,34.2,1596.6,No
5529-GIBVH,Female,Yes,No,No internet service,Two year,No,Mailed check,20.15,1046.2,No
4187-CINZD,Female,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),95.25,4424.2,Yes
9992-UJOEL,Male,Yes,DSL,No,Month-to-month,Yes,Mailed check,50.3,92.75,No
4741-WWJQZ,,Yes,,,Month-to-month,Yes,Electronic check,,194.55,No
6625-UTXEW,Female,Yes,DSL,No,Month-to-month,Yes,Electronic check,51.25,612.1,No
6818-WOBHJ,,Yes,,,Month-to-month,Yes,Bank transfer (automatic),,6127.6,Yes
6244-BESBM,Male,Yes,Fiber optic,Yes,Two year,Yes,Credit card (automatic),95.2,6671.7,No
1004-NOZNR,Male,Yes,Fiber optic,Yes,One year,No,Credit card (automatic),94.8,5264.3,No
1251-STYSZ,Female,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,80.25,303.7,No
2612-PHGOX,Male,Yes,DSL,Yes,Two year,Yes,Bank transfer (automatic),76.1,4818.8,No
2408-TZMJL,Male,Yes,Fiber optic,Yes,One year,Yes,Electronic check,110.15,6448.05,Yes
8480-PPONV,Male,Yes,Fiber optic,Yes,Two year,No,Bank transfer (automatic),115.55,7159.05,No
8780-IHCRN,Male,Yes,No,No internet service,Two year,No,Credit card (automatic),24.65,1574.5,No
4598-ZADCK,Female,No,DSL,Yes,One year,Yes,Electronic check,53.6,2879.2,No
1257-SXUXQ,Male,Yes,No,No internet service,Month-to-month,No,Mailed check,19.45,86.05,No
9681-KYGYB,Male,Yes,Fiber optic,No,Month-to-month,Yes,Electronic check,88.2,4159.45,No
7182-OVLBJ,Female,Yes,Fiber optic,Yes,Two year,Yes,Bank transfer (automatic),101.15,6638.35,No
5095-ETBRJ,Female,Yes,DSL,No,Two year,No,Mailed check,56.8,3112.05,No
7005-CYUIL,Female,Yes,Fiber optic,Yes,Two year,Yes,Electronic check,99.4,7168.25,No
4821-WQOYN,,Yes,,,Two year,Yes,Credit card (automatic),,1326.25,No
4730-AWNAU,Male,No,DSL,Yes,One year,No,Credit card (automatic),60.7,2234.55,No
3452-FLHYD,Male,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),20.95,495.15,No
